state	module	index	analysis_set	n	median_centered	mean_centered	p_value	status	q_value	direction
2	grey	OAP	include_grey	29	-46.6191278000747	-45.8693637054891	0.260840632464634	ok	0.305813155303364	no_call
4	leiden4	OAP	include_grey	48	-56.5869553701166	-76.1864031229299	3.4658171221206e-06	ok	9.0644447809308e-06	depleted
4	leiden1	OAP	include_grey	48	86.6187028130004	77.9270489326643	1.8513142529558e-05	ok	4.19631230669982e-05	enriched
4	leiden2	OAP	include_grey	48	117.33532643142	113.70846110841	5.86404817162955e-09	ok	6.64592126118016e-08	enriched
4	leiden5	OAP	include_grey	46	-179.007934616084	-179.776628988347	5.30310831901527e-08	ok	3.00509471410865e-07	depleted
4	leiden6	OAP	include_grey	43	120.158713079989	105.229691942779	6.92940333652314e-05	ok	0.000138588066730463	enriched
4	leiden3	OAP	include_grey	48	-19.2102368019328	-8.94126439866367	0.521500547516428	ok	0.554094331736205	no_call
4	grey	OAP	include_grey	36	43.9730575110265	-37.9868961391836	0.795462039288642	ok	0.795462039288642	no_call
2	leiden6	OAP	include_grey	5	178.102116892816	155.258437799764		insufficient_n		no_call
3	leiden1	MGI	include_grey	32	-1.53165425427787	1.09384983883611	0.919080601875762	ok	1	no_call
3	leiden2	MGI	include_grey	32	-1.70508105946115	-1.63428097273992	8.80366976890794e-06	ok	5.94247709401286e-05	depleted
3	leiden3	MGI	include_grey	32	-1.70508105946115	-1.63428097273992	8.80366976890794e-06	ok	5.94247709401286e-05	depleted
3	leiden4	MGI	include_grey	32	-1.70508105946115	-1.63428097273992	8.80366976890794e-06	ok	5.94247709401286e-05	depleted
3	grey	MGI	include_grey	32	-1.70508105946115	-1.63428097273992	8.80366976890794e-06	ok	5.94247709401286e-05	depleted
3	leiden5	MGI	include_grey	32	9.08419520282731	6.60546614759174	1.76865143677082e-05	ok	9.55071775856243e-05	enriched
3	leiden6	MGI	include_grey	24	-1.61504915752399	-1.54958946062425	0.000214092025846018	ok	0.000963414116307082	depleted
1	leiden3	MGI	include_grey	60	0	-0.0272348829524695	1	ok	1	no_call
1	leiden4	MGI	include_grey	60	0	-0.0272348829524695	1	ok	1	no_call
1	leiden1	MGI	include_grey	60	0	-0.0272348829524695	1	ok	1	no_call
1	leiden2	MGI	include_grey	60	0	-0.0272348829524695	1	ok	1	no_call
1	leiden6	MGI	include_grey	51	0	-0.0320410387676112	1	ok	1	no_call
1	grey	MGI	include_grey	59	0	-0.0276964911381046	1	ok	1	no_call
1	leiden5	MGI	include_grey	59	0	0.166178946828627	1	ok	1	no_call
2	leiden4	MGI	include_grey	39	0	-0.136970742983233	0.371093369522698	ok	0.677831905917742	no_call
2	leiden3	MGI	include_grey	39	0	-0.136970742983233	0.371093369522698	ok	0.677831905917742	no_call
2	leiden2	MGI	include_grey	38	0	-0.0640855926489646	1	ok	1	no_call
5	leiden1	MGI	include_grey	35	0	0.722153998671709	0.401678166469773	ok	0.677831905917742	no_call
5	leiden4	MGI	include_grey	35	0	-0.303594813204479	0.0360316862182336	ok	0.0884414116265733	no_call
5	leiden2	MGI	include_grey	35	0	-0.303594813204479	0.0360316862182336	ok	0.0884414116265733	no_call
5	leiden6	MGI	include_grey	35	0	-0.303594813204479	0.0360316862182336	ok	0.0884414116265733	no_call
5	leiden3	MGI	include_grey	35	0	-0.303594813204479	0.0360316862182336	ok	0.0884414116265733	no_call
5	grey	MGI	include_grey	34	0	-0.312524072416375	0.0360316862182336	ok	0.0884414116265733	no_call
5	leiden5	MGI	include_grey	35	0	0.795820067350685	0.401678166469773	ok	0.677831905917742	no_call
2	leiden1	MGI	include_grey	34	0	-0.157113499304297	0.371093369522698	ok	0.677831905917742	no_call
2	leiden5	MGI	include_grey	36	0	0.255310369502252	1	ok	1	no_call
2	grey	MGI	include_grey	29	0	0.319643315435098	1	ok	1	no_call
2	leiden6	MGI	include_grey	7	0	0		insufficient_n		no_call
4	leiden4	MGI	include_grey	48	0	0		ok		no_call
4	leiden1	MGI	include_grey	48	0	0		ok		no_call
4	leiden2	MGI	include_grey	48	0	0		ok		no_call
4	leiden5	MGI	include_grey	46	0	0		ok		no_call
4	leiden6	MGI	include_grey	43	0	0		ok		no_call
4	leiden3	MGI	include_grey	48	0	0		ok		no_call
4	grey	MGI	include_grey	37	0	0		ok		no_call
3	leiden1	MFI	include_grey	32	0.273450211127777	-2.15682466783171	0.259826483892312	ok	0.339773094320715	no_call
