sample	module	module_abundance	core	age_kyr	state	state_label	index	value	sample_mean	centered	analysis_set
LV3003046936	leiden3	0.0310325837344991	ST8	22.905	3	IG-A	SRPI	-0.638608998000989	-0.899461608281972	0.260852610280983	include_grey
LV3003046936	leiden4	0.652404017895113	ST8	22.905	3	IG-A	SRPI	-0.913542481709342	-0.899461608281972	-0.01408087342737	include_grey
LV3003046936	grey	0.00475604725534557	ST8	22.905	3	IG-A	SRPI	-1.08150220812336	-0.899461608281972	-0.182040599841385	include_grey
LV3003046936	leiden5	0.0156151657679419	ST8	22.905	3	IG-A	SRPI	0.121912146362709	-0.899461608281972	1.02137375464468	include_grey
LV3003046936	leiden6	0.00226134179325361	ST8	22.905	3	IG-A	SRPI	-2.02478920522946	-0.899461608281972	-1.12532759694749	include_grey
LV3003046937	leiden1	0.0275715531018451	ST8	18.598	3	IG-A	SRPI	-0.526705208756359	-0.874839576366639	0.348134367610279	include_grey
LV3003046937	leiden4	0.729887040534651	ST8	18.598	3	IG-A	SRPI	-0.831083537908866	-0.874839576366639	0.0437560384577725	include_grey
LV3003046937	leiden2	0.203187200348685	ST8	18.598	3	IG-A	SRPI	-0.835683306648183	-0.874839576366639	0.0391562697184559	include_grey
LV3003046937	leiden3	0.0212952201075113	ST8	18.598	3	IG-A	SRPI	-0.520486044354888	-0.874839576366639	0.354353532011751	include_grey
LV3003046937	leiden5	0.0143959755920384	ST8	18.598	3	IG-A	SRPI	-0.0341492781132225	-0.874839576366639	0.840690298253416	include_grey
LV3003046937	leiden6	0.00240447479296818	ST8	18.598	3	IG-A	SRPI	-2.21246534336986	-0.874839576366639	-1.33762576700322	include_grey
LV3003046937	grey	0.00125853552230132	ST8	18.598	3	IG-A	SRPI	-1.1633043154151	-0.874839576366639	-0.288464739048457	include_grey
LV3003046938	leiden3	0.303806676365772	ST8	11.169	1	IG-D	SRPI	-1.41055571304224	-1.38536930143903	-0.0251864116032108	include_grey
LV3003046938	leiden4	0.531410418974653	ST8	11.169	1	IG-D	SRPI	-1.14939545014681	-1.38536930143903	0.235973851292218	include_grey
LV3003046938	leiden1	0.0339063813883958	ST8	11.169	1	IG-D	SRPI	-1.46653751856027	-1.38536930143903	-0.0811682171212393	include_grey
LV3003046938	leiden2	0.0849094379412982	ST8	11.169	1	IG-D	SRPI	-0.960354580528979	-1.38536930143903	0.425014720910052	include_grey
LV3003046938	leiden6	0.0190600766140334	ST8	11.169	1	IG-D	SRPI	-1.67992557741389	-1.38536930143903	-0.294556275974857	include_grey
LV3003046938	grey	0.0269070087158474	ST8	11.169	1	IG-D	SRPI	-1.64544696894199	-1.38536930143903	-0.260077667502963	include_grey
LV3003046939	leiden3	0.136189321809062	ST8	2.42	1	IG-D	SRPI	-1.08791837348108	-2.02424625081127	0.936327877330196	include_grey
LV3003046939	leiden4	0.802420386438417	ST8	2.42	1	IG-D	SRPI	-0.663122698837506	-2.02424625081127	1.36112355197377	include_grey
LV3003046939	leiden1	0.00662742083037104	ST8	2.42	1	IG-D	SRPI	-0.971926224330761	-2.02424625081127	1.05232002648051	include_grey
LV3003046939	leiden2	0.0446195037030558	ST8	2.42	1	IG-D	SRPI	-1.04729610937543	-2.02424625081127	0.97695014143584	include_grey
LV3003046939	leiden6	0.00229200770009359	ST8	2.42	1	IG-D	SRPI	-9.21034037197618	-2.02424625081127	-7.18609412116491	include_grey
LV3003046939	grey	0.00352318084631316	ST8	2.42	1	IG-D	SRPI	-0.716196041206793	-2.02424625081127	1.30805020960448	include_grey
LV3003046939	leiden5	0.00432817867268749	ST8	2.42	1	IG-D	SRPI	-0.472923936471155	-2.02424625081127	1.55132231434012	include_grey
LV3003046949	leiden1	0.064534801475789	ST8	22.3686666666667	3	IG-A	SRPI	-0.42300487130321	-0.786728970725912	0.363724099422702	include_grey
LV3003046949	leiden2	0.194733038940185	ST8	22.3686666666667	3	IG-A	SRPI	-0.910935573000561	-0.786728970725912	-0.124206602274649	include_grey
LV3003046949	leiden3	0.0313815449905374	ST8	22.3686666666667	3	IG-A	SRPI	-0.528757384172683	-0.786728970725912	0.257971586553229	include_grey
LV3003046949	leiden4	0.688840205692875	ST8	22.3686666666667	3	IG-A	SRPI	-0.779838946011025	-0.786728970725912	0.0068900247148872	include_grey
LV3003046949	grey	0.00224809313528703	ST8	22.3686666666667	3	IG-A	SRPI	-1.13234920162032	-0.786728970725912	-0.345620230894404	include_grey
LV3003046949	leiden5	0.0164454894764008	ST8	22.3686666666667	3	IG-A	SRPI	0.119500573664424	-0.786728970725912	0.906229544390335	include_grey
LV3003046949	leiden6	0.00181682628892585	ST8	22.3686666666667	3	IG-A	SRPI	-1.85171739263801	-0.786728970725912	-1.0649884219121	include_grey
LV3003046950	leiden1	0.057981312567371	ST8	18.099	3	IG-A	SRPI	-0.996412086179772	-1.06792697509103	0.0715148889112529	include_grey
LV3003046950	leiden2	0.244606698666357	ST8	18.099	3	IG-A	SRPI	-0.940772233588344	-1.06792697509103	0.127154741502681	include_grey
LV3003046950	leiden4	0.631955219768268	ST8	18.099	3	IG-A	SRPI	-1.04497557484763	-1.06792697509103	0.0229514002433928	include_grey
LV3003046950	leiden6	0.0102875138367242	ST8	18.099	3	IG-A	SRPI	-1.66281279141093	-1.06792697509103	-0.594885816319906	include_grey
LV3003046950	leiden3	0.0302897373801824	ST8	18.099	3	IG-A	SRPI	-0.93137372994574	-1.06792697509103	0.136553245145286	include_grey
LV3003046950	leiden5	0.0211224544052746	ST8	18.099	3	IG-A	SRPI	-0.832757267586862	-1.06792697509103	0.235169707504163	include_grey
LV3003046950	grey	0.00375706337582235	ST8	18.099	3	IG-A	SRPI	-1.06638514207789	-1.06792697509103	0.00154183301313027	include_grey
LV3003046952	leiden3	0.303315248057641	ST8	10.26	1	IG-D	SRPI	-1.33834048560573	-1.07800628875797	-0.260334196847761	include_grey
LV3003046952	leiden4	0.563267502929815	ST8	10.26	1	IG-D	SRPI	-0.962147823168813	-1.07800628875797	0.115858465589156	include_grey
LV3003046952	leiden2	0.0705169495203785	ST8	10.26	1	IG-D	SRPI	-1.06354661669427	-1.07800628875797	0.0144596720637036	include_grey
LV3003046952	leiden6	0.00727114892139416	ST8	10.26	1	IG-D	SRPI	-1.80021351617374	-1.07800628875797	-0.722207227415771	include_grey
LV3003046952	leiden1	0.0275897391379834	ST8	10.26	1	IG-D	SRPI	-1.41557573831645	-1.07800628875797	-0.337569449558476	include_grey
LV3003046952	grey	0.0278084986327532	ST8	10.26	1	IG-D	SRPI	-1.52297029192772	-1.07800628875797	-0.444964003169753	include_grey
LV3003046952	leiden5	0.000230912800034724	ST8	10.26	1	IG-D	SRPI	0.55675045058093	-1.07800628875797	1.6347567393389	include_grey
LV3003046953	leiden1	0.0064390028429954	ST8	1.5215	1	IG-D	SRPI	-0.68224163649225	-1.85193117317431	1.16968953668206	include_grey
LV3003046953	leiden3	0.0649280889399481	ST8	1.5215	1	IG-D	SRPI	-1.32514049824453	-1.85193117317431	0.526790674929778	include_grey
LV3003046953	leiden4	0.874965462332129	ST8	1.5215	1	IG-D	SRPI	-0.391593910261045	-1.85193117317431	1.46033726291327	include_grey
LV3003046953	leiden2	0.0373811177116432	ST8	1.5215	1	IG-D	SRPI	-0.603754221940788	-1.85193117317431	1.24817695123352	include_grey
LV3003046953	leiden5	0.0145203626818681	ST8	1.5215	1	IG-D	SRPI	-0.341556664706226	-1.85193117317431	1.51037450846808	include_grey
LV3003046953	grey	0.000730289898277479	ST8	1.5215	1	IG-D	SRPI	-0.40889090859915	-1.85193117317431	1.44304026457516	include_grey
LV3003046953	leiden6	0.001035675593139	ST8	1.5215	1	IG-D	SRPI	-9.21034037197618	-1.85193117317431	-7.35840919880187	include_grey
LV3003046965	leiden1	0.0665505382532902	ST8	21.8323333333333	3	IG-A	SRPI	-0.916127388407567	-0.825171431621133	-0.0909559567864338	include_grey
LV3003046965	leiden2	0.214692880686631	ST8	21.8323333333333	3	IG-A	SRPI	-0.868572300365571	-0.825171431621133	-0.0434008687444385	include_grey
LV3003046965	leiden3	0.0362607476751289	ST8	21.8323333333333	3	IG-A	SRPI	-0.526856086546036	-0.825171431621133	0.298315345075097	include_grey
