sample	module	module_abundance	OAP	MGI	MFI	DCI	MII	SRPI	tea_mode	n_taxa_input	n_taxa_with_comp	n_taxa_with_ko	n_taxa_with_oap	weight_supported_comp	weight_supported_ko	weight_supported_oap	n_taxa_in_module_sample	module_total_reads	core	age_kyr	state	state_label
LV3003046939	leiden4	0.802420386438417	349.530669872674	-13.8155105579643	0	-2.73936421646921	-2.35879736103229	-0.663122698837506	ko	222	219	208	179	0.997792769496452	0.923907511058692	0.887250928421966	222	1220081	ST8	2.42	1	IG-D
LV3003046939	leiden1	0.00662742083037104	571.736332386694	-13.8155105579643	0	-12.7064238356592	-2.40206815515757	-0.971926224330761	ko	44	40	39	33	0.933809665575072	0.914954847672919	0.809070159769773	44	10077	ST8	2.42	1	IG-D
LV3003046939	leiden2	0.0446195037030558	569.788615616675	-13.8155105579643	0	-0.422505346065931	-3.34470885067179	-1.04729610937543	ko	111	108	101	79	0.993249218796062	0.902423206178881	0.752432049997052	111	67844	ST8	2.42	1	IG-D
LV3003046939	leiden6	0.00229200770009359	305.106817399365	-13.8155105579643	0	-14.8200171061925	-0.79330781449802	-9.21034037197618	ko	6	6	6	6	1	1	1	6	3485	ST8	2.42	1	IG-D
LV3003046939	grey	0.00352318084631316	479.59347826087	-13.8155105579643	0	0	-14.4583169981827	-0.716196041206793	ko	7	4	4	2	0.520253873436625	0.520253873436625	0.382116856449505	7	5357	ST8	2.42	1	IG-D
LV3003046939	leiden5	0.00432817867268749	595.37707035405	-13.8155105579643	0	0	-3.33033375441386	-0.472923936471155	ko	2	2	2	2	1	1	1	2	6581	ST8	2.42	1	IG-D
LV3003046949	leiden1	0.064534801475789	547.662684955354	-13.8155105579643	0	-1.83275066898007	-2.00899558272363	-0.42300487130321	ko	265	236	223	200	0.906785786224629	0.858419138121023	0.767396945389054	265	84397	ST8	22.3686666666667	3	IG-A
LV3003046949	leiden2	0.194733038940185	601.172499513802	-13.8155105579643	0	-0.28849242001054	-2.23826878438343	-0.910935573000561	ko	218	207	200	172	0.966045855960922	0.946608708627345	0.830174306054573	218	254667	ST8	22.3686666666667	3	IG-A
LV3003046949	leiden3	0.0313815449905374	572.466758482338	-13.8155105579643	0	-2.67924420185313	-2.84175127019108	-0.528757384172683	ko	110	106	100	83	0.978265107212476	0.882017543859649	0.756700779727096	110	41040	ST8	22.3686666666667	3	IG-A
LV3003046949	leiden4	0.688840205692875	353.090805937874	-13.8155105579643	0	-1.03340803442972	-2.66508142851298	-0.779838946011025	ko	268	265	253	220	0.999258476457738	0.971230440651475	0.838431122675524	268	900848	ST8	22.3686666666667	3	IG-A
LV3003046949	grey	0.00224809313528703	626.691757853865	-13.8155105579643	0	-13.3704981527679	-1.32937595688148	-1.13234920162032	ko	14	13	13	13	0.963605442176871	0.963605442176871	0.963605442176871	14	2940	ST8	22.3686666666667	3	IG-A
LV3003046949	leiden5	0.0164454894764008	255.449320277603	-13.8155105579643	9.54814683161053	-3.63268398547904	-2.2142428568253	0.119500573664424	ko	32	31	26	29	0.986748500488213	0.913656018970568	0.969777281815223	32	21507	ST8	22.3686666666667	3	IG-A
LV3003046949	leiden6	0.00181682628892585	456.390138408305	-13.8155105579643	0	-14.2074161362868	-0.975419696569146	-1.85171739263801	ko	9	8	8	7	0.794191919191919	0.794191919191919	0.72979797979798	9	2376	ST8	22.3686666666667	3	IG-A
LV3003046950	leiden1	0.057981312567371	577.136855697143	-13.8155105579643	0	-1.55086955828303	-2.28831758035351	-0.996412086179772	ko	186	163	157	138	0.859066277615673	0.832159233013756	0.736327636515215	186	47980	ST8	18.099	3	IG-A
LV3003046950	leiden2	0.244606698666357	594.345058168757	-13.8155105579643	0	0.0239382897044242	-2.49967270466895	-0.940772233588344	ko	225	211	204	171	0.966173288408904	0.944653037833351	0.820338514134398	225	202414	ST8	18.099	3	IG-A
LV3003046950	leiden4	0.631955219768268	497.360700428235	-13.8155105579643	0	-1.62672698760796	-3.12407286792328	-1.04497557484763	ko	253	250	238	203	0.998141306592625	0.937326464581565	0.795518866120532	253	522948	ST8	18.099	3	IG-A
LV3003046950	leiden6	0.0102875138367242	572.474752834467	-13.8155105579643	0	-2.12203592739046	-0.9661972838724	-1.66281279141093	ko	22	21	21	20	0.899565370609656	0.899565370609656	0.863385410548573	22	8513	ST8	18.099	3	IG-A
LV3003046950	leiden3	0.0302897373801824	598.267124134487	-13.8155105579643	0	-1.57697211118452	-3.05770944200538	-0.93137372994574	ko	95	89	83	69	0.933971673648514	0.876560941551965	0.726191901057251	95	25065	ST8	18.099	3	IG-A
LV3003046950	leiden5	0.0211224544052746	433.516063670171	-1.75441970203566	-2.4908768167745	-2.98178936758498	-2.96534636788287	-0.832757267586862	ko	36	34	25	31	0.986326448881515	0.786028949024544	0.961725499170433	36	17479	ST8	18.099	3	IG-A
LV3003046950	grey	0.00375706337582235	632.708431093731	-13.8155105579643	0	-13.0705451530659	-1.70212308543874	-1.06638514207789	ko	18	17	17	16	0.957542618205211	0.957542618205211	0.904792537793503	18	3109	ST8	18.099	3	IG-A
LV3003046952	leiden3	0.303315248057641	659.652135626963	-13.8155105579643	0	-1.92568967990619	-4.19257885114218	-1.33834048560573	ko	194	172	160	125	0.932112969513801	0.861621504046891	0.61034790672116	194	174702	ST8	10.26	1	IG-D
LV3003046952	leiden4	0.563267502929815	496.889824954128	-13.8155105579643	0	-1.74398884921694	-3.96586368538365	-0.962147823168813	ko	208	206	197	169	0.992710246957723	0.958862983466285	0.767002231619959	208	324428	ST8	10.26	1	IG-D
