state	sample	module	core	age_kyr	state_label	index	centered	state_label_ref	state_label_source
1	LV3003047139	turquoise	ST8	58.6141266666667	state_03	OAP	4.21425891861583	state_03	G-A
1	LV3003047139	yellow	ST8	58.6141266666667	state_03	OAP	160.099210230825	state_03	G-A
1	LV3003047139	grey	ST8	58.6141266666667	state_03	OAP	55.9179324686275	state_03	G-A
1	LV3003047139	blue	ST8	58.6141266666667	state_03	OAP	-83.7157008090341	state_03	G-A
1	LV3003047139	brown	ST8	58.6141266666667	state_03	OAP	-136.515700809034	state_03	G-A
1	LV3003047142	turquoise	ST8	35.5823	state_03	OAP	-13.7932388466318	state_03	G-A
1	LV3003047142	grey	ST8	35.5823	state_03	OAP	49.9490934722044	state_03	G-A
1	LV3003047142	yellow	ST8	35.5823	state_03	OAP	102.845806882391	state_03	G-A
1	LV3003047142	blue	ST8	35.5823	state_03	OAP	143.228342526442	state_03	G-A
1	LV3003047142	brown	ST8	35.5823	state_03	OAP	-282.230004034405	state_03	G-A
1	LV3003047143	turquoise	ST8	31.398	state_03	OAP	-55.5055729707954	state_03	G-A
1	LV3003047143	yellow	ST8	31.398	state_03	OAP	72.5820706486221	state_03	G-A
1	LV3003047143	grey	ST8	31.398	state_03	OAP	-43.3889796403344	state_03	G-A
1	LV3003047143	green	ST8	31.398	state_03	OAP	314.455383757979	state_03	G-A
1	LV3003047143	brown	ST8	31.398	state_03	OAP	-623.937422870427	state_03	G-A
1	LV3003047143	blue	ST8	31.398	state_03	OAP	335.794521074956	state_03	G-A
1	LV3003047144	grey	ST8	27.729	state_03	OAP	23.9406080105438	state_03	G-A
1	LV3003047144	turquoise	ST8	27.729	state_03	OAP	-55.00515549105	state_03	G-A
1	LV3003047144	yellow	ST8	27.729	state_03	OAP	-18.4532426005688	state_03	G-A
1	LV3003047144	brown	ST8	27.729	state_03	OAP	-141.56667358229	state_03	G-A
1	LV3003047144	blue	ST8	27.729	state_03	OAP	35.5649707874576	state_03	G-A
1	LV3003047144	green	ST8	27.729	state_03	OAP	155.519492875907	state_03	G-A
1	LV3003047146	turquoise	ST8	63.2667	state_03	OAP	-78.1223449591746	state_03	G-A
1	LV3003047146	grey	ST8	63.2667	state_03	OAP	-2.39861913196944	state_03	G-A
1	LV3003047146	yellow	ST8	63.2667	state_03	OAP	11.5700627594127	state_03	G-A
1	LV3003047146	brown	ST8	63.2667	state_03	OAP	-303.01202887984	state_03	G-A
1	LV3003047146	blue	ST8	63.2667	state_03	OAP	188.192092793976	state_03	G-A
1	LV3003047146	green	ST8	63.2667	state_03	OAP	183.770837417595	state_03	G-A
1	LV3003047147	turquoise	ST8	62.3217	state_03	OAP	-146.331533785961	state_03	G-A
1	LV3003047147	grey	ST8	62.3217	state_03	OAP	-80.8263526841124	state_03	G-A
1	LV3003047147	yellow	ST8	62.3217	state_03	OAP	24.4435457139524	state_03	G-A
1	LV3003047147	brown	ST8	62.3217	state_03	OAP	-321.704433840101	state_03	G-A
1	LV3003047147	blue	ST8	62.3217	state_03	OAP	262.209387298111	state_03	G-A
1	LV3003047147	green	ST8	62.3217	state_03	OAP	262.209387298111	state_03	G-A
1	LV3003047148	grey	ST8	61.3767	state_03	OAP	-165.228536968684	state_03	G-A
1	LV3003047148	turquoise	ST8	61.3767	state_03	OAP	-221.64981335139	state_03	G-A
1	LV3003047148	yellow	ST8	61.3767	state_03	OAP	27.4838886081949	state_03	G-A
1	LV3003047148	brown	ST8	61.3767	state_03	OAP	-141.833944861472	state_03	G-A
1	LV3003047148	blue	ST8	61.3767	state_03	OAP	250.614203286676	state_03	G-A
1	LV3003047148	green	ST8	61.3767	state_03	OAP	250.614203286676	state_03	G-A
1	LV3003047149	grey	ST8	60.4317	state_03	OAP	145.187793045845	state_03	G-A
1	LV3003047149	yellow	ST8	60.4317	state_03	OAP	274.955271770763	state_03	G-A
1	LV3003047149	turquoise	ST8	60.4317	state_03	OAP	113.378425811935	state_03	G-A
1	LV3003047149	green	ST8	60.4317	state_03	OAP	473.511729844467	state_03	G-A
1	LV3003047149	brown	ST8	60.4317	state_03	OAP	-517.016610236505	state_03	G-A
1	LV3003047149	blue	ST8	60.4317	state_03	OAP	-490.016610236505	state_03	G-A
1	LV3003047150	grey	ST8	59.5217933333333	state_03	OAP	-21.8661433167368	state_03	G-A
1	LV3003047150	turquoise	ST8	59.5217933333333	state_03	OAP	-115.571450992059	state_03	G-A
1	LV3003047150	yellow	ST8	59.5217933333333	state_03	OAP	57.5171089899277	state_03	G-A
1	LV3003047150	blue	ST8	59.5217933333333	state_03	OAP	231.592848212371	state_03	G-A
1	LV3003047150	brown	ST8	59.5217933333333	state_03	OAP	-355.354958909749	state_03	G-A
1	LV3003047150	green	ST8	59.5217933333333	state_03	OAP	203.682596016246	state_03	G-A
1	LV3003047152	grey	ST8	45.00002	state_03	OAP	67.2590741042391	state_03	G-A
1	LV3003047152	turquoise	ST8	45.00002	state_03	OAP	28.8458432111632	state_03	G-A
1	LV3003047152	yellow	ST8	45.00002	state_03	OAP	176.019858959251	state_03	G-A
1	LV3003047152	green	ST8	45.00002	state_03	OAP	257.428852524229	state_03	G-A
1	LV3003047152	blue	ST8	45.00002	state_03	OAP	137.598185600559	state_03	G-A
1	LV3003047152	brown	ST8	45.00002	state_03	OAP	-667.151814399441	state_03	G-A
1	LV3003047153	grey	ST8	38.71393	state_03	OAP	-69.3507340557239	state_03	G-A
1	LV3003047153	turquoise	ST8	38.71393	state_03	OAP	-138.779994451788	state_03	G-A
1	LV3003047153	yellow	ST8	38.71393	state_03	OAP	95.0552233199402	state_03	G-A
1	LV3003047153	green	ST8	38.71393	state_03	OAP	167.379365926721	state_03	G-A
1	LV3003047153	brown	ST8	38.71393	state_03	OAP	-298.988041480686	state_03	G-A
1	LV3003047153	blue	ST8	38.71393	state_03	OAP	244.684180741536	state_03	G-A
1	LV3003047154	turquoise	ST8	35.13012	state_03	OAP	-4.29126076022686	state_03	G-A
1	LV3003047154	yellow	ST8	35.13012	state_03	OAP	119.959905443295	state_03	G-A
1	LV3003047154	grey	ST8	35.13012	state_03	OAP	-9.34263695273506	state_03	G-A
1	LV3003047154	green	ST8	35.13012	state_03	OAP	269.482383600878	state_03	G-A
1	LV3003047154	brown	ST8	35.13012	state_03	OAP	-375.808391331211	state_03	G-A
1	LV3003047155	turquoise	ST8	30.9475	state_03	OAP	-139.657895748	state_03	G-A
1	LV3003047155	yellow	ST8	30.9475	state_03	OAP	86.2098819844459	state_03	G-A
1	LV3003047155	grey	ST8	30.9475	state_03	OAP	-57.1555160417253	state_03	G-A
1	LV3003047155	brown	ST8	30.9475	state_03	OAP	29.755611056486	state_03	G-A
1	LV3003047155	blue	ST8	30.9475	state_03	OAP	80.8479187487938	state_03	G-A
1	LV3003047156	grey	ST8	27.1996666666667	state_03	OAP	-1.02055516077462	state_03	G-A
1	LV3003047156	turquoise	ST8	27.1996666666667	state_03	OAP	-70.4829904823223	state_03	G-A
1	LV3003047156	yellow	ST8	27.1996666666667	state_03	OAP	23.742389498974	state_03	G-A
1	LV3003047156	blue	ST8	27.1996666666667	state_03	OAP	85.8829395295098	state_03	G-A
1	LV3003047156	brown	ST8	27.1996666666667	state_03	OAP	-150.770657649151	state_03	G-A
1	LV3003047156	green	ST8	27.1996666666667	state_03	OAP	112.648874263764	state_03	G-A
1	LV3003047158	grey	ST8	57.70646	state_03	OAP	-60.9168909063162	state_03	G-A
1	LV3003047158	turquoise	ST8	57.70646	state_03	OAP	-92.1754482362505	state_03	G-A
1	LV3003047158	yellow	ST8	57.70646	state_03	OAP	51.0386862421317	state_03	G-A
1	LV3003047158	blue	ST8	57.70646	state_03	OAP	279.928598585859	state_03	G-A
1	LV3003047158	brown	ST8	57.70646	state_03	OAP	-457.803544271284	state_03	G-A
1	LV3003047158	green	ST8	57.70646	state_03	OAP	279.928598585859	state_03	G-A
1	LV3003047159	turquoise	ST8	56.7987933333333	state_03	OAP	-29.081252905914	state_03	G-A
1	LV3003047159	yellow	ST8	56.7987933333333	state_03	OAP	16.5583616019031	state_03	G-A
1	LV3003047159	grey	ST8	56.7987933333333	state_03	OAP	33.5451420530296	state_03	G-A
1	LV3003047159	green	ST8	56.7987933333333	state_03	OAP	154.6028910654	state_03	G-A
1	LV3003047159	brown	ST8	56.7987933333333	state_03	OAP	-175.625141814419	state_03	G-A
1	LV3003047164	grey	ST8	43.93302	state_03	OAP	-199.158762613057	state_03	G-A
1	LV3003047164	turquoise	ST8	43.93302	state_03	OAP	-127.070866481163	state_03	G-A
1	LV3003047164	yellow	ST8	43.93302	state_03	OAP	-74.6825824876288	state_03	G-A
1	LV3003047164	blue	ST8	43.93302	state_03	OAP	200.456105790924	state_03	G-A
1	LV3003047164	green	ST8	43.93302	state_03	OAP	200.456105790925	state_03	G-A
1	LV3003047166	grey	ST8	38.27343	state_03	OAP	-19.4181754165368	state_03	G-A
1	LV3003047166	turquoise	ST8	38.27343	state_03	OAP	-123.620210815475	state_03	G-A
1	LV3003047166	yellow	ST8	38.27343	state_03	OAP	95.1367995985961	state_03	G-A
1	LV3003047166	green	ST8	38.27343	state_03	OAP	200.593579613221	state_03	G-A
1	LV3003047166	blue	ST8	38.27343	state_03	OAP	55.4290035100974	state_03	G-A
1	LV3003047166	brown	ST8	38.27343	state_03	OAP	-208.120996489903	state_03	G-A
