sample	MEblue	MEyellow	MEturquoise	MEred	MEblack	MEpink	MEbrown	MEgreen	MEgrey
LV3003047105	-0.107470627421202	-0.123461027418467	0.0798519482645726	-0.00390427311243201	0.0621487808527775	0.0466271955370063	0.0741652029302851	0.0452327875103163	0.0627967801789813
LV3003047104	-0.0995742001244627	-0.120801748923253	0.0742779917859696	-0.0030292168190525	0.0573843507595284	0.0459362753381161	0.0676705726711409	0.0408116140988199	0.0607242420187358
LV3003047101	0.0311672317383546	-0.0745659620211768	0.0325707403292416	-0.00867868171496663	0.021392027761467	0.00825043834702748	0.0115363591850554	0.00234768494283397	0.0475883692610371
LV3003047100	0.053580956548446	-0.0603927962221817	0.0183960335212679	0.0726471421326944	-0.00703067197354003	-0.0133191051612922	-0.0201661959940915	-0.0169533362426391	0.0305774189724123
LV3003047080	0.0524544246643676	-0.0376407192956566	0.023911174985029	0.0201940725233977	-0.00454982591689002	-0.0203314945862609	-0.0273279783262561	-0.0189881867660602	0.0306316031070401
LV3003047091	0.0217206138301722	-0.106534402382191	0.0523259064396728	0.0621418301372146	0.0182166936643569	0.0115764461288061	0.00582838082387211	-5.48599639407681e-05	0.0470607758799202
LV3003047090	-0.0886027679351059	-0.1273650296722	0.081565967706748	-0.00130084159480103	0.0547853145189507	0.0381240642278167	0.061276512222283	0.0390571680373183	0.0647716062503229
LV3003047089	-0.110287334308624	-0.13397461819373	0.0735179049228577	0.0486511669724268	0.0729407895073052	0.0852196572084787	0.0494544676777025	0.0291177238823827	0.0505369610901734
LV3003047088	-0.133340483249583	-0.121005034173076	0.0836258032975097	0.0231411595534333	0.0631485742743031	0.0524718360441783	0.0756993079569058	0.0470623229638954	0.0574901663221936
LV3003047087	-0.120883177155709	-0.101364398773426	0.0735036430383443	0.00146583689822668	0.0572039502531232	0.0495087375748849	0.0677385197679611	0.0417075319324265	0.0542389871894224
LV3003047064	-0.209909921913541	-0.116573799914722	0.104155272286869	0.00638204883755721	0.0780006876980122	0.061042184777962	0.0960148405673127	0.0618075138317892	0.0667138377282811
LV3003047079	-0.0380643409712627	-0.106229431372973	0.0441886347819106	0.0775192189813953	0.0839238368558057	0.121054463090902	0.0107557134145953	0.0107837990866836	0.0336092686286455
LV3003047078	-0.199996797088607	-0.112116284611536	0.0972479578426831	0.00551552100022274	0.076854275581423	0.0600294371759218	0.0944797601206707	0.0597201395337326	0.0634439238750072
LV3003047077	-0.148956987051804	-0.101750854240547	0.0836946274180522	-0.00600836323173861	0.0599954734230206	0.0495822233816132	0.0757108770673323	0.0481154879046451	0.0582856863485163
LV3003047074	-0.203626058909856	-0.113762915306498	0.101705010256367	0.00895899915296602	0.0812904647375955	0.0640539752133795	0.100579986510368	0.0660547382377788	0.0630860368026982
LV3003047073	-0.209277801997764	-0.112419646966911	0.0996048991222277	0.010190474739424	0.0827571746593935	0.0654932526300091	0.102761583005991	0.0646995701000947	0.0640276274388299
LV3003047162	-0.194407231474656	-0.112855415581763	0.100591435815758	0.00385724569867147	0.0767118949089165	0.0580913409454134	0.0915420749351707	0.0633265816254659	0.063305338482067
LV3003047063	-0.199012069345661	-0.10653332928261	0.0968364342901248	0.00330980644426483	0.0741252281816435	0.0574515256177623	0.0905722696283395	0.0590114772104338	0.0639435733815871
LV3003047062	-0.147522866171947	-0.109959269206543	0.0881421328767054	-0.00436324309950194	0.0641848822987025	0.0484837092465199	0.0769792287434849	0.05475335563517	0.0614453193370777
LV3003047061	-0.119907864546979	-0.112576155845381	0.0836201939411823	-0.00457520812285571	0.0639421609890162	0.0482359767907707	0.0766037262510049	0.0476470286076659	0.0582013293837347
LV3003047060	-0.0637119221466576	-0.106623922066017	0.0700339072924989	-0.00412202975262828	0.0544071421490732	0.0390329806824645	0.0632934298485187	0.0381526088053781	0.0538129459141911
LV3003047059	-0.0897087346360744	-0.103775460958271	0.0851022707285037	-0.0122636701652726	0.0535189717237443	0.0404052289173081	0.0595307625480115	0.0360073030141742	0.0566547641947818
LV7001898100	0.0724658526870799	-0.0021451367584547	-0.0433149793739784	0.15903285444324	0.0927198997975993	0.123253628292019	-0.0579922326370336	-0.0552780728069242	-0.0811929934595321
LV7001898088	0.0670521090198164	0.0796065912797443	-0.0838565204983781	0.0675323675114835	0.00217503253996446	0.0606700082304466	-0.0369520063875805	-0.0835241688409286	-0.109899392034157
LV7001898076	0.0166506760002168	0.0649675595513499	-0.165303662482603	-0.0186586041973436	-0.146174821354662	-0.139743012243107	0.206054351098614	0.11279890936505	-0.192393424753814
