sample	core	age_kyr	d18O	sst	PC1	PC2	PC3	state	label
LV7008886780	GeoB25202_R2	102.2955	3.86591	7.669916553875	1.14491844290026	-0.213063421109588	-1.32949668408298	1	IG-D
LV7008886756	GeoB25202_R2	105.5785	3.936775	8.648961519375	-1.00379518325371	0.0542563063596545	-0.186051271155272	1	IG-D
LV7008886720	GeoB25202_R2	109.6305	4.06956	10.5363336105	-0.249263746826529	0.0411298699936122	-0.760831350300425	1	IG-D
LV3003047028	ST8	4.753	3.26988	6.51953039778323	-2.59700247015197	-0.379363689353323	0.140361444478076	2	IG-E
LV3003047141	ST8	39.15347	4.55	8.89722610078355	-2.66662952436437	-0.382462162500983	0.230392848217946	2	IG-E
LV3003047140	ST8	46.0948	4.361896	8.58009723613548	-2.1431560047658	-0.231350272100082	0.139827934265027	2	IG-E
LV3003047127	ST8	47.6248	4.423736	8.72209745713196	-1.52069755892879	-0.205629642745466	0.0479344017207531	2	IG-E
LV3003047065	ST8	53.61018	4.4033892	6.44166131978254	-1.29639447574825	-0.392540862716485	0.184250287006099	2	IG-E
LV3003047161	ST8	54.98346	4.3111578	6.47543092855096	-2.6542031480344	-0.377470749998098	0.236659670426208	2	IG-E
LV3003047160	ST8	55.8911266666667	4.34564506666667	6.67190717786631	-2.71262230509819	-0.401025186961512	0.258930332918463	2	IG-E
LV3003047125	ST8	72.872	4.22744	9.79667019017442	-1.57249326299273	-0.233844124603653	-0.195429434197116	2	IG-E
LV3003047124	ST8	74.227	4.01184	8.74840765343023	-2.08716390673626	-0.369586590276578	0.11863151808127	2	IG-E
LV3003047123	ST8	75.589	4.01479	7.91867251010661	-2.38800891805447	-0.353029814646137	0.154510354434416	2	IG-E
LV3003047122	ST8	76.951	4.07902	8.14654944891421	-2.1608209183088	-0.303604998329168	0.121455087433181	2	IG-E
LV3003047106	ST8	81.06375	3.818725	7.9892783476803	-1.40959221272694	-0.241619977161287	-0.158356357312779	2	IG-E
LV3003047105	ST8	82.4525	3.813575	7.94999819731899	-2.23559810463378	-0.324762145673108	0.114587701300769	2	IG-E
LV3003047104	ST8	83.84125	3.8215875	8.14686985631632	-2.13013026641258	-0.305491785501585	0.052932392681088	2	IG-E
LV3003047090	ST8	90.757	4.03729	7.7156112078995	-2.06730300613489	-0.26510689325103	0.0719447498055423	2	IG-E
LV3003047089	ST8	92.1385	3.96892	7.35016823882878	-1.86009645122516	-0.473530786211224	-0.440861367441432	2	IG-E
LV3003047088	ST8	93.52	3.8688	6.98472526975806	-2.26645960620543	-0.376917681897381	0.00484771517556263	2	IG-E
LV3003047087	ST8	94.9015	3.776895	6.61928230068734	-2.03681493722443	-0.287232300314428	0.0669276915149082	2	IG-E
LV3003047064	ST8	96.283	3.77264	6.64358420103273	-2.74966913623986	-0.422085548458588	0.269605929152845	2	IG-E
LV3003047078	ST8	98.757	3.80916	7.06589542613573	-2.63520062188074	-0.376477000192768	0.23893569988319	2	IG-E
LV3003047077	ST8	99.7145	3.801435	7.22934045363618	-2.19700914715631	-0.325216015864401	0.197344430524903	2	IG-E
LV3003047074	ST8	100.672	3.88392	7.39278548113664	-2.76656756627449	-0.436772626188149	0.288197258178859	2	IG-E
LV3003047073	ST8	101.685	3.8789	7.56570434574025	-2.81845351388832	-0.406447645046908	0.27135411861321	2	IG-E
LV3003047162	ST8	102.698	3.87396	7.78994871915485	-2.61562438618779	-0.427102860599694	0.272926000425717	2	IG-E
LV3003047063	ST8	103.695	3.9078	8.08727062917724	-2.58215158866607	-0.372654026966513	0.254539794639365	2	IG-E
LV3003047062	ST8	104.692	3.87156	8.38459253919963	-2.25515316055014	-0.398619937459612	0.262332434424912	2	IG-E
LV3003047061	ST8	105.689	3.95335	8.70043106924403	-2.23298502961585	-0.324509490302503	0.156196244850361	2	IG-E
LV3003047060	ST8	106.686	4.02744	9.16482148751936	-1.92114462053068	-0.274166132374816	0.0352722730475346	2	IG-E
LV3003047059	ST8	107.683	4.08781	9.62921190579469	-1.97185551339179	-0.312722354221995	0.103238889993425	2	IG-E
LV3003061489	ST13	112.6068	3.96932	11.8540635522199	-2.42506132388604	-0.158195825700652	-0.22276180121073	2	IG-E
LV3003061473	ST13	117.088	3.5312	13.8380743760062	-3.15067025233129	-0.256267715531442	0.344042734323503	2	IG-E
