sample	MEleiden6	MEleiden5	MEleiden3	MEleiden1	MEleiden2	MEleiden4	MEgrey
LV3003061476	0.0702866009004737	-0.0259787062737093	0.0227417056086061	-0.000117495922926405	0.0614550484945583	0.0464006070683439	-0.0198846853160208
LV3003061571	0.0396722905436967	-0.00600215239535016	-0.0409860113254924	-0.00914379976232674	0.0429814164894427	0.0354439081793817	-0.0188750801045388
LV3003061558	0.0719775790266632	-0.0243010333012332	-0.00794974628906235	-0.00256105178784572	0.0766561259559002	0.0491374624692152	-0.0197333017712612
LV3003061544	0.00899343741136223	-0.0304042082247804	-0.0141139435917465	-0.0219585393033129	0.0581761075909201	0.0389976905407875	-0.01972383319126
LV3003061530	-0.0264417203352179	-0.0351345564866786	-0.0339883981640847	-0.0397216431737419	-0.00676301539640832	0.0218879652470322	-0.020282256923418
LV3003061516	-0.0137797892476741	-0.0319136703072534	-0.0412046743702892	-0.0339582494245903	0.0274051257875618	0.0300967418747713	-0.0188465568479327
LV3003061504	-0.0193072251893507	-0.0351345564866786	-0.0395541931601011	-0.0327734063964935	0.0223417637298147	0.0243670317854864	-0.0194852984702798
LV3003061486	-0.0441460829551044	-0.0287166655311351	-0.0564067702182139	-0.0421409249146961	-0.0513986240680552	-0.0101789757042442	-0.0188054444309118
LV3003061475	-0.0440334270381394	-0.0297143305232232	-0.0346079555706486	-0.0359089697566966	0.0138777762313653	0.030606852091003	-0.0128077751474612
LV3003061570	-0.0178081838764423	-0.0313731490713379	0.0275126764611687	-0.0250223152608131	0.0496936646597202	0.0476953215212461	-0.0227767805952317
LV3003061557	-0.0278383548432623	-0.0327745131071869	0.0579829867537774	-0.0313305408603528	0.0127471801955753	0.026893027104376	-0.0184097375413452
LV3003061543	0.00742500584044569	-0.0258321753000342	0.0998810634524373	0.0438671684546941	0.0917022973763491	0.0676142674683101	-0.0278752623360165
LV3003061529	-0.033524332975144	0.00181268868964294	0.120114787614863	0.0823651649384063	0.0961081379382797	0.0736798916390378	-0.0262351614827211
LV3003061515	0.0176475800704345	-0.015685312161933	0.255929627969413	0.100341033133147	0.0934826148033782	0.0900643262320501	-0.0278194630220793
LV3003061503	-0.00118447451986411	-0.0241174376425215	0.113559743694675	0.0129886915679528	0.0815823758584224	0.0751218191015189	-0.0138846941806508
LV3003061485	-0.016453845714388	-0.0238627529822198	0.194005260566988	0.09154422225258	0.0982202156413739	0.0904460666968578	-0.021585514103544
