taxon	n_samples_non_damaged	total_reads_non_damaged	has_comp	has_ko	oap_v3	n_classes	dominant_class	o2_eff	so4_eff	ch4_eff	no3_eff	has_oap	light_filter_rule
S__GCF_003309065.1	1	853	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003311645.1	2	255	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003314435.2	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003316635.1	1	128	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003318165.1	1	429	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003319105.1	1	119	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003326595.1	1	161	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003333265.1	11	9187	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003333305.1	36	1127009	TRUE	TRUE	611	3	O2	1	0	0	2	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003336345.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003337555.1	1	784	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003337735.1	10	5182	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003344765.1	8	1785	TRUE	TRUE	647.096774193549	3	O2	1	0	0	1.25	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003345655.1	14	33955	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003345675.1	3	1533	TRUE	FALSE	-244	1	CH4	0	0	0.333333333333333	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003351045.1	4	446	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003352085.1	11	2537	TRUE	TRUE	518.6	3	O2	1	0.333333333333333	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003363835.1	1	139	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003384725.1	1	177	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003385185.1	1	195	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003385395.1	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003386165.1	1	192	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003432385.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003444685.1	1	3680	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003448965.1	3	2342	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003458535.1	1	1360	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003481455.1	1	189	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003544895.1	1	440	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003574215.1	2	1478	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003574675.1	2	209	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003575965.1	1	1153	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003590945.1	1	107	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003605125.1	1	152	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003605145.1	3	783	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003609835.1	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003610635.1	5	944	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003612915.1	5	998	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003633605.1	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003634755.1	2	201	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003667345.1	1	189	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003667445.1	1	100	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003688555.1	1	121	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003688915.1	1	226	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003696365.1	2	457	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003711085.1	1	18201	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003719305.1	4	792	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003732545.1	1	138	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003751635.1	12	5358	TRUE	TRUE	427.739130434783	4	O2	1	1	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003751725.1	1	980	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003751785.1	1	142	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003752505.1	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003752585.1	1	201	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003797905.1	8	34269	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003855155.1	11	4765	TRUE	TRUE	620	2	O2	1	0	0	1.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003858645.1	1	121	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003858655.1	16	699033	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003862465.1	1	438	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003863355.1	5	941	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003863365.1	1	311	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003864275.1	1	304	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003934285.1	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003938925.1	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003940475.1	4	5067	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003944485.1	1	140	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003951315.1	1	204	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003957515.1	14	18160	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003958995.1	1	396	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003966225.1	1	232	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003966675.1	2	1623	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003967035.1	1	108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003967195.1	5	1645	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003968735.1	3	334	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003968755.1	3	380	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003968825.1	1	114	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003970865.1	7	1329	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003971255.1	5	58912	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003977685.1	7	1260	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003989555.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003989665.1	1	131	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_003990045.1	1	167	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004005935.1	4	1768	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004006175.1	36	820145	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004104355.1	7	19718	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004122095.1	1	466	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004135105.1	2	559	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004135735.1	1	136	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004136555.1	1	175	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004137345.1	19	5875	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004153225.1	1	687	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004167995.1	2	426	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004217115.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004217225.1	2	386	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004283655.1	1	127	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004284655.1	1	1160	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004307415.1	1	125	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004322855.1	1	117	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004339085.1	1	269	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004341245.1	3	475	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004341505.2	1	168	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004345025.1	1	106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004348265.1	1	233	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004349085.1	1	129	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004355005.1	2	1829	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004362745.1	5	1044	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004363235.1	2	225	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004363315.1	1	104	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004363665.1	1	555	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004364935.1	1	143	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004366645.1	1	188	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004366735.1	1	189	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004368805.1	1	254	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004402215.1	1	150	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004403225.1	1	238	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004403395.1	1	165	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004519515.1	1	122	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004524025.1	1	182	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004526345.1	1	119	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004535885.1	1	170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004570385.1	10	1621	TRUE	TRUE	820	1	O2	1	0	0	0	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004570875.1	1	109	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004683835.1	1	391	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004766045.1	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004791695.1	5	1108	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004795775.1	1	120	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004798585.1	1	105	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004799025.1	1	2229	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_004959845.1	1	161	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005048225.1	1	103	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005116475.1	1	111	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005116645.1	2	266	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005144635.1	2	279	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005222675.1	2	268	TRUE	TRUE	666.666666666667	2	O2	1	0	0	0.5	TRUE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005222755.1	1	129	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005222815.1	2	440	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005233605.1	1	230	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005250675.1	1	116	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005402765.1	2	680	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005502455.1	2	412	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005503355.1	1	170	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005885605.1	4	1968	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005886925.1	3	4060	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005887465.1	2	381	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005887635.2	3	1082	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005890335.1	2	373	TRUE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005893125.1	1	111	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005930475.1	1	125	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_005930495.1	1	129	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006064855.1	5	2190536	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006165035.1	1	4106	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006364055.1	1	160	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006364075.1	1	113	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006365195.1	2	286	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006385135.1	4	785	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006385735.2	2	2964	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006385805.1	1	2034	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006439015.1	4	658	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
S__GCF_006439025.1	1	206	FALSE	FALSE								FALSE	none (full Non-damaged taxa in main sample set retained)
